"scale_deg"	"mode"	"count"	"rule"	"step"
"I"	"major"	18.664265331353686	"CFRule(diatonic_subs)"	45
"I"	"major"	15.831294489794598	"CFRule(mode_change)"	45
"I"	"minor"	120.42270973364572	"CFRule(rule62)"	45
"I"	"minor"	31.67061213542687	"CFRule(mode_change)"	45
"I"	"minor"	31.318547678083124	"CFRule(diatonic_subs)"	45
"I"	"minor"	29.134071055830706	"CFRule(plagal_prep)"	45
"I"	"minor"	23.723740396278036	"CFRule(rule60)"	45
"I"	"minor"	22.174672988947318	"CFRule(diatonic_prep)"	45
"I"	"minor"	19.864448136613248	"CFRule(rule61)"	45
"I"	"minor"	12.535768578329677	"CFRule(prolongation)"	45
"II"	"major"	189.46934064548546	"CFRule(rule46)"	45
"II"	"major"	77.73770193827237	"CFRule(dominant_prep)"	45
"II"	"major"	41.77505088379808	"CFRule(prolongation)"	45
"II"	"major"	37.57661819451122	"CFRule(diatonic_subs)"	45
"II"	"major"	20.860616385630337	"CFRule(rule45)"	45
"II"	"major"	5.0706711616608535	"CFRule(modulation)"	45
"II"	"major"	4.289997139832672	"CFRule(diatonic_prep)"	45
"II"	"minor"	103.94667525462997	"CFRule(rule63)"	45
"II"	"minor"	30.95900972393244	"CFRule(diatonic_subs)"	45
"II"	"minor"	20.570177858634217	"CFRule(diatonic_prep)"	45
"II"	"minor"	10.295199884021862	"CFRule(modulation)"	45
"II"	"minor"	8.993833011439298	"CFRule(dominant_prep)"	45
"II"	"minor"	1.470305737386206	"CFRule(prolongation)"	45
"III"	"major"	53.87271625855854	"CFRule(prolongation)"	45
"III"	"major"	38.94522080600289	"CFRule(rule48)"	45
"III"	"major"	4.0	"CFRule(diatonic_prep)"	45
"III"	"major"	1.8233591085266418	"CFRule(dominant_prep)"	45
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	45
"III"	"major"	1.1536331360433751	"CFRule(modulation)"	45
"III"	"minor"	43.145534901889604	"CFRule(rule64)"	45
"III"	"minor"	39.05712775078622	"CFRule(rule65)"	45
"III"	"minor"	35.64029785551558	"CFRule(rule66)"	45
"III"	"minor"	9.886321871637621	"CFRule(prolongation)"	45
"III"	"minor"	6.522104124883917	"CFRule(diatonic_prep)"	45
"III"	"minor"	3.820329737217887	"CFRule(modulation)"	45
"III"	"minor"	3.1542957187843124	"CFRule(dominant_prep)"	45
"IV"	"major"	109.764806167696	"CFRule(rule51)"	45
"IV"	"major"	93.96769368681059	"CFRule(rule49)"	45
"IV"	"major"	80.26369253608303	"CFRule(prolongation)"	45
"IV"	"major"	60.02031075291599	"CFRule(rule50)"	45
"IV"	"major"	47.5638262796713	"CFRule(dominant_prep)"	45
"IV"	"major"	8.41374282638083	"CFRule(modulation)"	45
"IV"	"minor"	66.7931151651191	"CFRule(rule67)"	45
"IV"	"minor"	32.93246742020984	"CFRule(rule68)"	45
"IV"	"minor"	25.2449962287913	"CFRule(dominant_prep)"	45
"IV"	"minor"	20.839187824994088	"CFRule(modulation)"	45
"IV"	"minor"	20.768501727270785	"CFRule(prolongation)"	45
"V"	"major"	306.4526709524075	"CFRule(rule53)"	45
"V"	"major"	179.66942196959462	"CFRule(diatonic_prep)"	45
"V"	"major"	146.90603302170402	"CFRule(dominant_prep)"	45
"V"	"major"	135.1380372432105	"CFRule(rule82)"	45
"V"	"major"	83.45859807690306	"CFRule(prolongation)"	45
"V"	"major"	66.7168317858877	"CFRule(rule55)"	45
"V"	"major"	52.46354996287899	"CFRule(octa_dom_subs3)"	45
"V"	"major"	47.5719934283981	"CFRule(octa_dom_subs6)"	45
"V"	"major"	42.95167094334499	"CFRule(diatonic_subs)"	45
"V"	"major"	38.82897836727452	"CFRule(modulation)"	45
"V"	"major"	37.010339982583254	"CFRule(octa_dom_subs9)"	45
"V"	"major"	7.286867651438936	"CFRule(rule52)"	45
"V"	"major"	0.2	"CFRule(rule54)"	45
"V"	"minor"	149.02798971466726	"CFRule(rule72)"	45
"V"	"minor"	109.41636446587898	"CFRule(dominant_prep)"	45
"V"	"minor"	87.76333507235533	"CFRule(rule70)"	45
"V"	"minor"	83.86262023756201	"CFRule(diatonic_prep)"	45
"V"	"minor"	39.37131863122578	"CFRule(prolongation)"	45
"V"	"minor"	34.11306604203339	"CFRule(rule74)"	45
"V"	"minor"	29.092055281224575	"CFRule(octa_dom_subs6)"	45
"V"	"minor"	22.207322468163266	"CFRule(rule69)"	45
"V"	"minor"	13.371962295045781	"CFRule(rule71)"	45
"V"	"minor"	12.653307912013199	"CFRule(octa_dom_subs3)"	45
"V"	"minor"	12.33818945671079	"CFRule(diatonic_subs)"	45
"V"	"minor"	8.476333389175752	"CFRule(modulation)"	45
"V"	"minor"	8.353517193833211	"CFRule(octa_dom_subs9)"	45
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	45
"VI"	"major"	132.956101351002	"CFRule(rule56)"	45
"VI"	"major"	60.00982747771129	"CFRule(prolongation)"	45
"VI"	"major"	17.464760848609938	"CFRule(dominant_prep)"	45
"VI"	"major"	8.29990797296319	"CFRule(rule57)"	45
"VI"	"major"	6.6615278356364955	"CFRule(diatonic_prep)"	45
"VI"	"major"	4.3209099134097455	"CFRule(modulation)"	45
"VI"	"minor"	17.85004045280165	"CFRule(rule76)"	45
"VI"	"minor"	15.892004764507046	"CFRule(diatonic_prep)"	45
"VI"	"minor"	8.469926035558792	"CFRule(modulation)"	45
"VI"	"minor"	4.38843029314589	"CFRule(prolongation)"	45
"VI"	"minor"	1.8181371109332307	"CFRule(rule77)"	45
"VI"	"minor"	1.6573436797471777	"CFRule(dominant_prep)"	45
"VI"	"minor"	0.7770043186173888	"CFRule(rule75)"	45
"VII"	"major"	82.17523071142985	"CFRule(rule58)"	45
"VII"	"major"	23.97408235161357	"CFRule(rule59)"	45
"VII"	"major"	23.635156503701044	"CFRule(modulation)"	45
"VII"	"major"	13.88047392850927	"CFRule(prolongation)"	45
"VII"	"major"	10.659449738576882	"CFRule(diatonic_prep)"	45
"VII"	"major"	8.009295589858635	"CFRule(dominant_prep)"	45
"VII"	"minor"	121.82726902371364	"CFRule(rule81)"	45
"VII"	"minor"	50.44885291625465	"CFRule(prolongation)"	45
"VII"	"minor"	10.363875820076757	"CFRule(rule80)"	45
"VII"	"minor"	7.278261597904708	"CFRule(diatonic_prep)"	45
"VII"	"minor"	6.838100052580919	"CFRule(modulation)"	45
"VII"	"minor"	6.593069301422391	"CFRule(dominant_prep)"	45
"VII"	"minor"	3.9501301693895496	"CFRule(rule79)"	45
"VII"	"minor"	3.7003298644778573	"CFRule(rule78)"	45
"I"	"major"	164.4415612928672	"CFRule(rule43)"	46
"I"	"major"	133.80024801496066	"CFRule(diatonic_prep)"	46
"I"	"major"	99.95259869608118	"CFRule(prolongation)"	46
"I"	"major"	80.77258078208986	"CFRule(rule42)"	46
"I"	"major"	74.68110059262747	"CFRule(rule44)"	46
"I"	"major"	39.28271652358141	"CFRule(plagal_prep)"	46
"I"	"major"	16.77854281912873	"CFRule(diatonic_subs)"	46
"I"	"major"	15.033639940968962	"CFRule(mode_change)"	46
"I"	"minor"	121.97293465322515	"CFRule(rule62)"	46
"I"	"minor"	33.41993395299056	"CFRule(mode_change)"	46
"I"	"minor"	27.79325388172905	"CFRule(diatonic_subs)"	46
"I"	"minor"	27.755324938147382	"CFRule(plagal_prep)"	46
"I"	"minor"	23.723740396278036	"CFRule(rule60)"	46
"I"	"minor"	23.367317045150628	"CFRule(diatonic_prep)"	46
"I"	"minor"	18.307924552999246	"CFRule(rule61)"	46
"I"	"minor"	13.229562438036343	"CFRule(prolongation)"	46
"II"	"major"	183.0289453567091	"CFRule(rule46)"	46
"II"	"major"	75.37758815668046	"CFRule(dominant_prep)"	46
"II"	"major"	39.64216033195915	"CFRule(diatonic_subs)"	46
"II"	"major"	37.645636944389864	"CFRule(prolongation)"	46
"II"	"major"	20.860616385630337	"CFRule(rule45)"	46
"II"	"major"	4.599962716247341	"CFRule(modulation)"	46
"II"	"major"	4.289997139832672	"CFRule(diatonic_prep)"	46
"II"	"minor"	104.12546642562053	"CFRule(rule63)"	46
"II"	"minor"	29.68058691667386	"CFRule(diatonic_subs)"	46
"II"	"minor"	20.21767462734566	"CFRule(diatonic_prep)"	46
"II"	"minor"	11.195479740392534	"CFRule(modulation)"	46
"II"	"minor"	8.816937131022064	"CFRule(dominant_prep)"	46
"II"	"minor"	1.6402814704703448	"CFRule(prolongation)"	46
"III"	"major"	53.87271625855854	"CFRule(prolongation)"	46
"III"	"major"	38.94522080600289	"CFRule(rule48)"	46
"III"	"major"	4.0	"CFRule(diatonic_prep)"	46
"III"	"major"	1.8233591085266418	"CFRule(dominant_prep)"	46
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	46
"III"	"major"	1.1536331360433751	"CFRule(modulation)"	46
"III"	"minor"	43.145534901889604	"CFRule(rule64)"	46
"III"	"minor"	36.67395197551952	"CFRule(rule65)"	46
"III"	"minor"	33.71881523726973	"CFRule(rule66)"	46
"III"	"minor"	9.676857406326095	"CFRule(prolongation)"	46
"III"	"minor"	6.522104124883917	"CFRule(diatonic_prep)"	46
"III"	"minor"	3.50388977354365	"CFRule(modulation)"	46
"III"	"minor"	2.9975448856914877	"CFRule(dominant_prep)"	46
"IV"	"major"	115.82141010016036	"CFRule(rule51)"	46
"IV"	"major"	92.81517639885243	"CFRule(rule49)"	46
"IV"	"major"	87.07540331748977	"CFRule(prolongation)"	46
"IV"	"major"	60.90135768503618	"CFRule(rule50)"	46
"IV"	"major"	49.09125781957749	"CFRule(dominant_prep)"	46
"IV"	"major"	8.142743644900333	"CFRule(modulation)"	46
"IV"	"minor"	66.7931151651191	"CFRule(rule67)"	46
"IV"	"minor"	31.90935162283316	"CFRule(rule68)"	46
"IV"	"minor"	24.835245134082662	"CFRule(dominant_prep)"	46
"IV"	"minor"	20.88520038877299	"CFRule(modulation)"	46
"IV"	"minor"	19.86603801318108	"CFRule(prolongation)"	46
"V"	"major"	313.7956623928283	"CFRule(rule53)"	46
"V"	"major"	179.40987375005082	"CFRule(diatonic_prep)"	46
"V"	"major"	153.67562305051638	"CFRule(dominant_prep)"	46
"V"	"major"	132.24135222747432	"CFRule(rule82)"	46
"V"	"major"	80.49901942431974	"CFRule(prolongation)"	46
"V"	"major"	66.7168317858877	"CFRule(rule55)"	46
"V"	"major"	52.397590963308424	"CFRule(octa_dom_subs3)"	46
"V"	"major"	45.451995954779	"CFRule(octa_dom_subs6)"	46
"V"	"major"	43.61068284174381	"CFRule(diatonic_subs)"	46
"V"	"major"	36.21032152681344	"CFRule(octa_dom_subs9)"	46
"V"	"major"	35.83562137003751	"CFRule(modulation)"	46
"V"	"major"	7.0631685643726	"CFRule(rule52)"	46
"V"	"major"	0.2	"CFRule(rule54)"	46
"V"	"minor"	155.97412875853547	"CFRule(rule72)"	46
"V"	"minor"	105.05542656796405	"CFRule(dominant_prep)"	46
"V"	"minor"	85.71115754024258	"CFRule(rule70)"	46
"V"	"minor"	84.66325887299129	"CFRule(diatonic_prep)"	46
"V"	"minor"	40.0208578918974	"CFRule(prolongation)"	46
"V"	"minor"	34.11306604203339	"CFRule(rule74)"	46
"V"	"minor"	29.75210198919691	"CFRule(octa_dom_subs6)"	46
"V"	"minor"	22.207322468163266	"CFRule(rule69)"	46
"V"	"minor"	13.371962295045781	"CFRule(rule71)"	46
"V"	"minor"	12.746791036592168	"CFRule(octa_dom_subs3)"	46
"V"	"minor"	11.597546531047257	"CFRule(diatonic_subs)"	46
"V"	"minor"	8.394589425130476	"CFRule(modulation)"	46
"V"	"minor"	8.237374468571854	"CFRule(octa_dom_subs9)"	46
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	46
"VI"	"major"	132.956101351002	"CFRule(rule56)"	46
"VI"	"major"	58.17491804608327	"CFRule(prolongation)"	46
"VI"	"major"	16.624476889382453	"CFRule(dominant_prep)"	46
"VI"	"major"	8.047024015265299	"CFRule(rule57)"	46
"VI"	"major"	6.6615278356364955	"CFRule(diatonic_prep)"	46
"VI"	"major"	4.3031503478612665	"CFRule(modulation)"	46
"VI"	"minor"	17.37910097203873	"CFRule(rule76)"	46
"VI"	"minor"	15.892004764507046	"CFRule(diatonic_prep)"	46
"VI"	"minor"	8.421031682046344	"CFRule(modulation)"	46
"VI"	"minor"	4.263667801617086	"CFRule(prolongation)"	46
"VI"	"minor"	1.8181371109332307	"CFRule(rule77)"	46
"VI"	"minor"	1.613826235231812	"CFRule(dominant_prep)"	46
"VI"	"minor"	0.7770043186173888	"CFRule(rule75)"	46
"VII"	"major"	81.02019721815863	"CFRule(rule58)"	46
"VII"	"major"	23.653518799701356	"CFRule(modulation)"	46
"VII"	"major"	22.523597137973397	"CFRule(rule59)"	46
"VII"	"major"	13.04623753270042	"CFRule(prolongation)"	46
"VII"	"major"	10.019476430230005	"CFRule(diatonic_prep)"	46
"VII"	"major"	7.767159905295818	"CFRule(dominant_prep)"	46
"VII"	"minor"	121.82726902371364	"CFRule(rule81)"	46
"VII"	"minor"	48.87552812805462	"CFRule(prolongation)"	46
"VII"	"minor"	10.363875820076757	"CFRule(rule80)"	46
"VII"	"minor"	7.278261597904708	"CFRule(diatonic_prep)"	46
"VII"	"minor"	6.593069301422391	"CFRule(dominant_prep)"	46
"VII"	"minor"	6.44019531392532	"CFRule(modulation)"	46
"VII"	"minor"	3.9501301693895496	"CFRule(rule79)"	46
"VII"	"minor"	3.7003298644778573	"CFRule(rule78)"	46
"I"	"major"	166.48523524627055	"CFRule(rule43)"	47
"I"	"major"	132.7396500618225	"CFRule(diatonic_prep)"	47
"I"	"major"	96.02792026936045	"CFRule(prolongation)"	47
"I"	"major"	80.77258078208986	"CFRule(rule42)"	47
"I"	"major"	71.17710494742165	"CFRule(rule44)"	47
"I"	"major"	38.397853545735536	"CFRule(plagal_prep)"	47
"I"	"major"	16.574271471237083	"CFRule(diatonic_subs)"	47
"I"	"major"	13.378162467652558	"CFRule(mode_change)"	47
"I"	"minor"	121.97293465322515	"CFRule(rule62)"	47
"I"	"minor"	30.621818037920807	"CFRule(mode_change)"	47
"I"	"minor"	27.09712682036413	"CFRule(diatonic_subs)"	47
"I"	"minor"	26.999759243969564	"CFRule(plagal_prep)"	47
"I"	"minor"	23.723740396278036	"CFRule(rule60)"	47
"I"	"minor"	23.144713893871465	"CFRule(diatonic_prep)"	47
"I"	"minor"	18.17845700864635	"CFRule(rule61)"	47
"I"	"minor"	11.963902799636362	"CFRule(prolongation)"	47
"II"	"major"	208.47151276148045	"CFRule(rule46)"	47
"II"	"major"	80.73885339255307	"CFRule(dominant_prep)"	47
"II"	"major"	48.64604068960996	"CFRule(prolongation)"	47
"II"	"major"	40.15807037353075	"CFRule(diatonic_subs)"	47
"II"	"major"	20.860616385630337	"CFRule(rule45)"	47
"II"	"major"	4.346141559412189	"CFRule(modulation)"	47
"II"	"major"	4.16209734850227	"CFRule(diatonic_prep)"	47
"II"	"minor"	103.75474847277087	"CFRule(rule63)"	47
"II"	"minor"	29.60560535828443	"CFRule(diatonic_subs)"	47
"II"	"minor"	19.308567432369784	"CFRule(diatonic_prep)"	47
"II"	"minor"	11.029267429896743	"CFRule(modulation)"	47
"II"	"minor"	8.762664720136819	"CFRule(dominant_prep)"	47
"II"	"minor"	1.6309367568744975	"CFRule(prolongation)"	47
"III"	"major"	53.87271625855854	"CFRule(prolongation)"	47
"III"	"major"	38.94522080600289	"CFRule(rule48)"	47
"III"	"major"	4.0	"CFRule(diatonic_prep)"	47
"III"	"major"	1.8233591085266418	"CFRule(dominant_prep)"	47
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	47
"III"	"major"	1.1536331360433751	"CFRule(modulation)"	47
"III"	"minor"	43.145534901889604	"CFRule(rule64)"	47
"III"	"minor"	36.708219189976695	"CFRule(rule66)"	47
"III"	"minor"	34.773253347137654	"CFRule(rule65)"	47
"III"	"minor"	12.70663801830079	"CFRule(prolongation)"	47
"III"	"minor"	7.909450436865406	"CFRule(diatonic_prep)"	47
"III"	"minor"	4.014640495064383	"CFRule(dominant_prep)"	47
"III"	"minor"	3.4618832946199096	"CFRule(modulation)"	47
"IV"	"major"	112.71486374084508	"CFRule(rule51)"	47
"IV"	"major"	92.81517639885243	"CFRule(rule49)"	47
"IV"	"major"	85.83069018338334	"CFRule(prolongation)"	47
"IV"	"major"	61.02750157638527	"CFRule(rule50)"	47
"IV"	"major"	48.28735727573785	"CFRule(dominant_prep)"	47
"IV"	"major"	8.000813532716943	"CFRule(modulation)"	47
"IV"	"minor"	66.7931151651191	"CFRule(rule67)"	47
"IV"	"minor"	33.24693805579896	"CFRule(rule68)"	47
"IV"	"minor"	26.88303586057172	"CFRule(dominant_prep)"	47
"IV"	"minor"	19.98521876198618	"CFRule(modulation)"	47
"IV"	"minor"	19.67144773635991	"CFRule(prolongation)"	47
"V"	"major"	297.2686260597126	"CFRule(rule53)"	47
"V"	"major"	193.89636663298072	"CFRule(diatonic_prep)"	47
"V"	"major"	142.21838758070817	"CFRule(dominant_prep)"	47
"V"	"major"	132.24135222747432	"CFRule(rule82)"	47
"V"	"major"	75.657177204794	"CFRule(prolongation)"	47
"V"	"major"	62.060927006074664	"CFRule(rule55)"	47
"V"	"major"	57.134287545132665	"CFRule(octa_dom_subs3)"	47
"V"	"major"	43.820431624265346	"CFRule(octa_dom_subs6)"	47
"V"	"major"	42.12424374908207	"CFRule(diatonic_subs)"	47
"V"	"major"	38.93969275348231	"CFRule(octa_dom_subs9)"	47
"V"	"major"	34.01648713494254	"CFRule(modulation)"	47
"V"	"major"	7.0631685643726	"CFRule(rule52)"	47
"V"	"major"	0.2	"CFRule(rule54)"	47
"V"	"minor"	161.77418451176578	"CFRule(rule72)"	47
"V"	"minor"	105.87154915483214	"CFRule(dominant_prep)"	47
"V"	"minor"	87.68256986186299	"CFRule(rule70)"	47
"V"	"minor"	81.88233036517482	"CFRule(diatonic_prep)"	47
"V"	"minor"	41.92954733473772	"CFRule(prolongation)"	47
"V"	"minor"	34.538263370384854	"CFRule(rule74)"	47
"V"	"minor"	31.364686349761918	"CFRule(octa_dom_subs6)"	47
"V"	"minor"	22.207322468163266	"CFRule(rule69)"	47
"V"	"minor"	14.63876063910229	"CFRule(octa_dom_subs3)"	47
"V"	"minor"	13.371962295045781	"CFRule(rule71)"	47
"V"	"minor"	10.812138098362169	"CFRule(diatonic_subs)"	47
"V"	"minor"	8.719476306186218	"CFRule(octa_dom_subs9)"	47
"V"	"minor"	8.32464241605494	"CFRule(modulation)"	47
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	47
"VI"	"major"	132.956101351002	"CFRule(rule56)"	47
"VI"	"major"	57.5948783913348	"CFRule(prolongation)"	47
"VI"	"major"	15.164953077668393	"CFRule(dominant_prep)"	47
"VI"	"major"	10.082103918405943	"CFRule(rule57)"	47
"VI"	"major"	6.6615278356364955	"CFRule(diatonic_prep)"	47
"VI"	"major"	4.104427553907432	"CFRule(modulation)"	47
"VI"	"minor"	17.39354907009101	"CFRule(rule76)"	47
"VI"	"minor"	15.892004764507046	"CFRule(diatonic_prep)"	47
"VI"	"minor"	8.07866518252833	"CFRule(modulation)"	47
"VI"	"minor"	4.203637810980089	"CFRule(prolongation)"	47
"VI"	"minor"	1.7736921078414312	"CFRule(rule77)"	47
"VI"	"minor"	1.60901888445092	"CFRule(dominant_prep)"	47
"VI"	"minor"	0.7770043186173888	"CFRule(rule75)"	47
"VII"	"major"	79.83832264770037	"CFRule(rule58)"	47
"VII"	"major"	22.941160995441894	"CFRule(modulation)"	47
"VII"	"major"	22.920423475719666	"CFRule(rule59)"	47
"VII"	"major"	12.655267752794643	"CFRule(prolongation)"	47
"VII"	"major"	9.721373567842909	"CFRule(diatonic_prep)"	47
"VII"	"major"	7.767159905295818	"CFRule(dominant_prep)"	47
"VII"	"minor"	119.57141883683556	"CFRule(rule81)"	47
"VII"	"minor"	49.447126776222625	"CFRule(prolongation)"	47
"VII"	"minor"	10.363875820076757	"CFRule(rule80)"	47
"VII"	"minor"	7.297045529011208	"CFRule(dominant_prep)"	47
"VII"	"minor"	7.278261597904708	"CFRule(diatonic_prep)"	47
"VII"	"minor"	6.102667244344035	"CFRule(modulation)"	47
"VII"	"minor"	3.8755562255018456	"CFRule(rule79)"	47
"VII"	"minor"	3.7003298644778573	"CFRule(rule78)"	47
"I"	"major"	183.8976806532822	"CFRule(rule43)"	48
"I"	"major"	138.18128436492074	"CFRule(diatonic_prep)"	48
"I"	"major"	133.55798569429183	"CFRule(prolongation)"	48
"I"	"major"	104.45418909601992	"CFRule(rule42)"	48
"I"	"major"	71.17710494742165	"CFRule(rule44)"	48
"I"	"major"	41.77324485394402	"CFRule(plagal_prep)"	48
"I"	"major"	16.345612989439214	"CFRule(diatonic_subs)"	48
"I"	"major"	12.26022465009763	"CFRule(mode_change)"	48
"I"	"minor"	121.97293465322515	"CFRule(rule62)"	48
"I"	"minor"	28.413857304712327	"CFRule(mode_change)"	48
"I"	"minor"	26.738572863290212	"CFRule(diatonic_subs)"	48
"I"	"minor"	24.829322767850663	"CFRule(plagal_prep)"	48
"I"	"minor"	22.416424514864765	"CFRule(rule60)"	48
"I"	"minor"	22.136773007901922	"CFRule(diatonic_prep)"	48
"I"	"minor"	17.64385307939117	"CFRule(rule61)"	48
"I"	"minor"	11.387817742330315	"CFRule(prolongation)"	48
"II"	"major"	215.52468027888298	"CFRule(rule46)"	48
"II"	"major"	87.65305067892501	"CFRule(dominant_prep)"	48
"II"	"major"	50.92799523493081	"CFRule(prolongation)"	48
"II"	"major"	40.316871965151755	"CFRule(diatonic_subs)"	48
"II"	"major"	23.952361418616952	"CFRule(rule45)"	48
"II"	"major"	4.105647652978974	"CFRule(diatonic_prep)"	48
"II"	"major"	3.975004492703947	"CFRule(modulation)"	48
"II"	"minor"	100.10929850375099	"CFRule(rule63)"	48
"II"	"minor"	27.429593148770422	"CFRule(diatonic_subs)"	48
"II"	"minor"	17.824431338050793	"CFRule(diatonic_prep)"	48
"II"	"minor"	10.488777329017278	"CFRule(modulation)"	48
"II"	"minor"	8.762664720136819	"CFRule(dominant_prep)"	48
"II"	"minor"	1.6006401350774189	"CFRule(prolongation)"	48
"III"	"major"	53.87271625855854	"CFRule(prolongation)"	48
"III"	"major"	37.847570219597046	"CFRule(rule48)"	48
"III"	"major"	4.0	"CFRule(diatonic_prep)"	48
"III"	"major"	1.8233591085266418	"CFRule(dominant_prep)"	48
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	48
"III"	"major"	1.1536331360433751	"CFRule(modulation)"	48
"III"	"minor"	41.06586143929317	"CFRule(rule64)"	48
"III"	"minor"	36.708219189976695	"CFRule(rule66)"	48
"III"	"minor"	36.512014232694746	"CFRule(rule65)"	48
"III"	"minor"	14.449372130370657	"CFRule(prolongation)"	48
"III"	"minor"	7.545836177870584	"CFRule(diatonic_prep)"	48
"III"	"minor"	4.4633210813650805	"CFRule(modulation)"	48
"III"	"minor"	3.8496535766842785	"CFRule(dominant_prep)"	48
"IV"	"major"	112.71486374084508	"CFRule(rule51)"	48
"IV"	"major"	94.75577002924683	"CFRule(rule49)"	48
"IV"	"major"	83.13117185669633	"CFRule(prolongation)"	48
"IV"	"major"	63.44891451758464	"CFRule(rule50)"	48
"IV"	"major"	47.61334202034175	"CFRule(dominant_prep)"	48
"IV"	"major"	7.922661773900004	"CFRule(modulation)"	48
"IV"	"minor"	64.79745226210115	"CFRule(rule67)"	48
"IV"	"minor"	31.6184133034076	"CFRule(rule68)"	48
"IV"	"minor"	26.15620143953436	"CFRule(dominant_prep)"	48
"IV"	"minor"	18.558178143711164	"CFRule(modulation)"	48
"IV"	"minor"	18.538024920310654	"CFRule(prolongation)"	48
"V"	"major"	283.21330373750317	"CFRule(rule53)"	48
"V"	"major"	191.140222956294	"CFRule(diatonic_prep)"	48
"V"	"major"	132.24135222747432	"CFRule(rule82)"	48
"V"	"major"	129.54772153482875	"CFRule(dominant_prep)"	48
"V"	"major"	70.14185918631219	"CFRule(prolongation)"	48
"V"	"major"	62.646389500170834	"CFRule(rule55)"	48
"V"	"major"	59.79656743459393	"CFRule(octa_dom_subs3)"	48
"V"	"major"	42.1599684195272	"CFRule(diatonic_subs)"	48
"V"	"major"	40.09015039733052	"CFRule(octa_dom_subs6)"	48
"V"	"major"	38.166427149520864	"CFRule(octa_dom_subs9)"	48
"V"	"major"	35.98111992561202	"CFRule(modulation)"	48
"V"	"major"	6.984783618050063	"CFRule(rule52)"	48
"V"	"major"	0.2	"CFRule(rule54)"	48
"V"	"minor"	156.58406717415784	"CFRule(rule72)"	48
"V"	"minor"	105.38196756033474	"CFRule(dominant_prep)"	48
"V"	"minor"	94.35315154908382	"CFRule(rule70)"	48
"V"	"minor"	77.7024422116813	"CFRule(diatonic_prep)"	48
"V"	"minor"	41.28328601408924	"CFRule(prolongation)"	48
"V"	"minor"	34.538263370384854	"CFRule(rule74)"	48
"V"	"minor"	31.33468934115203	"CFRule(octa_dom_subs6)"	48
"V"	"minor"	21.786958347627838	"CFRule(rule69)"	48
"V"	"minor"	13.53930781354166	"CFRule(octa_dom_subs3)"	48
"V"	"minor"	12.644695916776309	"CFRule(rule71)"	48
"V"	"minor"	11.018129596907569	"CFRule(diatonic_subs)"	48
"V"	"minor"	8.275100194963736	"CFRule(octa_dom_subs9)"	48
"V"	"minor"	7.748676659959451	"CFRule(modulation)"	48
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	48
"VI"	"major"	126.10023208433552	"CFRule(rule56)"	48
"VI"	"major"	55.166221919889075	"CFRule(prolongation)"	48
"VI"	"major"	15.020690134865939	"CFRule(dominant_prep)"	48
"VI"	"major"	11.247127204014461	"CFRule(rule57)"	48
"VI"	"major"	6.5361916909209645	"CFRule(diatonic_prep)"	48
"VI"	"major"	4.003629368319136	"CFRule(modulation)"	48
"VI"	"minor"	16.084683966411337	"CFRule(rule76)"	48
"VI"	"minor"	15.45101950607033	"CFRule(diatonic_prep)"	48
"VI"	"minor"	7.625495962714468	"CFRule(modulation)"	48
"VI"	"minor"	4.110915952700199	"CFRule(prolongation)"	48
"VI"	"minor"	1.7736921078414312	"CFRule(rule77)"	48
"VI"	"minor"	1.5765588355922593	"CFRule(dominant_prep)"	48
"VI"	"minor"	0.7770043186173888	"CFRule(rule75)"	48
"VII"	"major"	78.71377378112007	"CFRule(rule58)"	48
"VII"	"major"	23.472162341256613	"CFRule(modulation)"	48
"VII"	"major"	22.241404478122707	"CFRule(rule59)"	48
"VII"	"major"	11.941756107208988	"CFRule(prolongation)"	48
"VII"	"major"	9.99706083763556	"CFRule(diatonic_prep)"	48
"VII"	"major"	7.59346562352317	"CFRule(dominant_prep)"	48
"VII"	"minor"	116.07560078076204	"CFRule(rule81)"	48
"VII"	"minor"	47.991769678109996	"CFRule(prolongation)"	48
"VII"	"minor"	10.363875820076757	"CFRule(rule80)"	48
"VII"	"minor"	7.28809916534822	"CFRule(dominant_prep)"	48
"VII"	"minor"	6.8729207613975145	"CFRule(diatonic_prep)"	48
"VII"	"minor"	6.546486129776363	"CFRule(modulation)"	48
"VII"	"minor"	3.6792374559419474	"CFRule(rule78)"	48
"VII"	"minor"	3.6570340760665045	"CFRule(rule79)"	48
"I"	"major"	189.90759045050288	"CFRule(rule43)"	49
"I"	"major"	144.10705769685146	"CFRule(diatonic_prep)"	49
"I"	"major"	140.04653808089876	"CFRule(prolongation)"	49
"I"	"major"	105.43858170757872	"CFRule(rule42)"	49
"I"	"major"	71.4523688807499	"CFRule(rule44)"	49
"I"	"major"	44.80781249743263	"CFRule(plagal_prep)"	49
"I"	"major"	15.483388652924297	"CFRule(diatonic_subs)"	49
"I"	"major"	13.71617957492475	"CFRule(mode_change)"	49
