"scale_deg"	"mode"	"count"	"rule"	"step"
"VI"	"minor"	0.3333333333333333	"CFRule(rule75)"	14
"VII"	"major"	95.38793235620263	"CFRule(rule58)"	14
"VII"	"major"	20.502226064416696	"CFRule(modulation)"	14
"VII"	"major"	14.666743040930477	"CFRule(rule59)"	14
"VII"	"major"	14.35452750193582	"CFRule(diatonic_prep)"	14
"VII"	"major"	12.800827520027815	"CFRule(dominant_prep)"	14
"VII"	"major"	11.569601173365898	"CFRule(prolongation)"	14
"VII"	"minor"	55.711757745014744	"CFRule(rule81)"	14
"VII"	"minor"	53.87512097971161	"CFRule(rule79)"	14
"VII"	"minor"	44.04500282630694	"CFRule(diatonic_prep)"	14
"VII"	"minor"	33.96010672255717	"CFRule(prolongation)"	14
"VII"	"minor"	33.33466631948499	"CFRule(dominant_prep)"	14
"VII"	"minor"	4.048561540576633	"CFRule(rule78)"	14
"VII"	"minor"	3.25	"CFRule(rule80)"	14
"VII"	"minor"	2.224773574157962	"CFRule(modulation)"	14
"I"	"major"	123.31765274165144	"CFRule(rule43)"	15
"I"	"major"	119.6846207385825	"CFRule(diatonic_prep)"	15
"I"	"major"	69.04334052122186	"CFRule(prolongation)"	15
"I"	"major"	54.53994597039252	"CFRule(plagal_prep)"	15
"I"	"major"	45.644041506752764	"CFRule(rule42)"	15
"I"	"major"	41.17948767276016	"CFRule(mode_change)"	15
"I"	"major"	17.612624776666543	"CFRule(rule44)"	15
"I"	"major"	12.75572986481014	"CFRule(diatonic_subs)"	15
"I"	"minor"	118.7663522957172	"CFRule(rule62)"	15
"I"	"minor"	63.93099969860528	"CFRule(rule61)"	15
"I"	"minor"	49.34970695009962	"CFRule(prolongation)"	15
"I"	"minor"	37.83179328001262	"CFRule(mode_change)"	15
"I"	"minor"	36.60255042873874	"CFRule(diatonic_prep)"	15
"I"	"minor"	24.651890602107613	"CFRule(plagal_prep)"	15
"I"	"minor"	23.11824507269781	"CFRule(diatonic_subs)"	15
"I"	"minor"	18.098227782489776	"CFRule(rule60)"	15
"II"	"major"	146.50126136436091	"CFRule(rule46)"	15
"II"	"major"	100.13807641318651	"CFRule(dominant_prep)"	15
"II"	"major"	60.74639139418323	"CFRule(diatonic_subs)"	15
"II"	"major"	41.353937435848984	"CFRule(prolongation)"	15
"II"	"major"	11.016759257332478	"CFRule(rule45)"	15
"II"	"major"	5.39712760747405	"CFRule(modulation)"	15
"II"	"major"	2.8092095380755193	"CFRule(diatonic_prep)"	15
"II"	"minor"	120.77276088130371	"CFRule(rule63)"	15
"II"	"minor"	18.513902058862897	"CFRule(diatonic_prep)"	15
"II"	"minor"	14.804417293416481	"CFRule(diatonic_subs)"	15
"II"	"minor"	12.72093054537967	"CFRule(modulation)"	15
"II"	"minor"	7.71065629411126	"CFRule(dominant_prep)"	15
"II"	"minor"	1.4496828766251095	"CFRule(prolongation)"	15
"III"	"major"	13.082135167668945	"CFRule(prolongation)"	15
"III"	"major"	5.5875375977875334	"CFRule(rule48)"	15
"III"	"major"	4.0	"CFRule(diatonic_prep)"	15
"III"	"major"	2.1494670371713314	"CFRule(dominant_prep)"	15
"III"	"major"	1.2741591022241148	"CFRule(rule47)"	15
"III"	"major"	0.8687704315907798	"CFRule(modulation)"	15
"III"	"minor"	109.85435285734492	"CFRule(rule66)"	15
"III"	"minor"	101.2749055154926	"CFRule(rule64)"	15
"III"	"minor"	41.48971926751363	"CFRule(prolongation)"	15
"III"	"minor"	23.411558789882754	"CFRule(rule65)"	15
"III"	"minor"	18.607785912450254	"CFRule(diatonic_prep)"	15
"III"	"minor"	6.795774619156501	"CFRule(dominant_prep)"	15
"III"	"minor"	5.685140028671204	"CFRule(modulation)"	15
"IV"	"major"	128.63396034578335	"CFRule(rule50)"	15
"IV"	"major"	57.664068841267245	"CFRule(rule49)"	15
"IV"	"major"	48.917703405167785	"CFRule(dominant_prep)"	15
"IV"	"major"	44.69150392034348	"CFRule(prolongation)"	15
"IV"	"major"	41.92366569926052	"CFRule(rule51)"	15
"IV"	"major"	11.881806903707414	"CFRule(modulation)"	15
"IV"	"minor"	60.05382336585674	"CFRule(rule67)"	15
"IV"	"minor"	51.47866392904471	"CFRule(rule68)"	15
"IV"	"minor"	22.227772951581347	"CFRule(dominant_prep)"	15
"IV"	"minor"	13.86669758457082	"CFRule(prolongation)"	15
"IV"	"minor"	3.75803438372869	"CFRule(modulation)"	15
"V"	"major"	226.58375796896976	"CFRule(rule53)"	15
"V"	"major"	171.73412612971975	"CFRule(diatonic_prep)"	15
"V"	"major"	131.66203286612756	"CFRule(rule82)"	15
"V"	"major"	97.51877959947996	"CFRule(dominant_prep)"	15
"V"	"major"	87.30418376780719	"CFRule(octa_dom_subs3)"	15
"V"	"major"	80.4636809641338	"CFRule(rule55)"	15
"V"	"major"	53.257600074542765	"CFRule(diatonic_subs)"	15
"V"	"major"	47.30235126299701	"CFRule(prolongation)"	15
"V"	"major"	45.151956241922086	"CFRule(octa_dom_subs9)"	15
"V"	"major"	27.142570324870373	"CFRule(octa_dom_subs6)"	15
"V"	"major"	23.099351349848604	"CFRule(modulation)"	15
"V"	"major"	7.644876067093346	"CFRule(rule52)"	15
"V"	"major"	0.2	"CFRule(rule54)"	15
"V"	"minor"	248.0212648366766	"CFRule(rule72)"	15
"V"	"minor"	114.82018578097865	"CFRule(dominant_prep)"	15
"V"	"minor"	86.2162114098316	"CFRule(diatonic_prep)"	15
"V"	"minor"	49.490685828266486	"CFRule(rule70)"	15
"V"	"minor"	46.81409729788659	"CFRule(prolongation)"	15
"V"	"minor"	35.845264192519934	"CFRule(octa_dom_subs6)"	15
"V"	"minor"	25.54587589202156	"CFRule(octa_dom_subs3)"	15
"V"	"minor"	21.917764609645403	"CFRule(rule74)"	15
"V"	"minor"	15.1659905388314	"CFRule(diatonic_subs)"	15
"V"	"minor"	6.491080627529558	"CFRule(rule71)"	15
"V"	"minor"	3.4506297408703572	"CFRule(modulation)"	15
"V"	"minor"	2.905466457521169	"CFRule(rule69)"	15
"V"	"minor"	2.2219307384073232	"CFRule(octa_dom_subs9)"	15
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	15
"VI"	"major"	106.77783339119812	"CFRule(rule56)"	15
"VI"	"major"	36.32206780362552	"CFRule(prolongation)"	15
"VI"	"major"	13.217019396857687	"CFRule(dominant_prep)"	15
"VI"	"major"	4.346803568059688	"CFRule(rule57)"	15
"VI"	"major"	2.3667678683575204	"CFRule(diatonic_prep)"	15
"VI"	"major"	2.238505871430892	"CFRule(modulation)"	15
"VI"	"minor"	13.127779840040413	"CFRule(diatonic_prep)"	15
"VI"	"minor"	11.821598162247609	"CFRule(rule76)"	15
"VI"	"minor"	7.875982027562842	"CFRule(modulation)"	15
"VI"	"minor"	1.3333333333333333	"CFRule(rule77)"	15
"VI"	"minor"	1.1309256889970152	"CFRule(prolongation)"	15
"VI"	"minor"	0.9341532982552008	"CFRule(dominant_prep)"	15
"VI"	"minor"	0.3333333333333333	"CFRule(rule75)"	15
"VII"	"major"	91.02630453567568	"CFRule(rule58)"	15
"VII"	"major"	26.538606432960393	"CFRule(modulation)"	15
"VII"	"major"	16.59233564210305	"CFRule(rule59)"	15
"VII"	"major"	13.197681563935996	"CFRule(diatonic_prep)"	15
"VII"	"major"	11.851363337003226	"CFRule(dominant_prep)"	15
"VII"	"major"	10.025381368073926	"CFRule(prolongation)"	15
"VII"	"minor"	55.711757745014744	"CFRule(rule81)"	15
"VII"	"minor"	44.33674053120538	"CFRule(rule79)"	15
"VII"	"minor"	37.278513969072016	"CFRule(diatonic_prep)"	15
"VII"	"minor"	28.833182232586598	"CFRule(prolongation)"	15
"VII"	"minor"	27.496661567416265	"CFRule(dominant_prep)"	15
"VII"	"minor"	4.048561540576633	"CFRule(rule78)"	15
"VII"	"minor"	3.25	"CFRule(rule80)"	15
"VII"	"minor"	2.0613264235584485	"CFRule(modulation)"	15
"I"	"major"	126.32265707750993	"CFRule(rule43)"	16
"I"	"major"	123.52849860606351	"CFRule(diatonic_prep)"	16
"I"	"major"	76.18495231753052	"CFRule(prolongation)"	16
"I"	"major"	54.584185713910735	"CFRule(rule42)"	16
"I"	"major"	47.21456684723613	"CFRule(plagal_prep)"	16
"I"	"major"	34.767029221214905	"CFRule(mode_change)"	16
"I"	"major"	17.607785606840395	"CFRule(diatonic_subs)"	16
"I"	"major"	15.553729815244646	"CFRule(rule44)"	16
"I"	"minor"	118.7663522957172	"CFRule(rule62)"	16
"I"	"minor"	54.8527830334682	"CFRule(rule61)"	16
"I"	"minor"	44.37943420559029	"CFRule(mode_change)"	16
"I"	"minor"	42.94794500247421	"CFRule(prolongation)"	16
"I"	"minor"	39.563056183421374	"CFRule(diatonic_prep)"	16
"I"	"minor"	25.89385400764128	"CFRule(diatonic_subs)"	16
"I"	"minor"	20.594428071868105	"CFRule(rule60)"	16
"I"	"minor"	20.469185406644982	"CFRule(plagal_prep)"	16
"II"	"major"	150.4851590698532	"CFRule(rule46)"	16
"II"	"major"	82.23544588742456	"CFRule(dominant_prep)"	16
"II"	"major"	57.96399858548543	"CFRule(diatonic_subs)"	16
"II"	"major"	33.94385902279016	"CFRule(prolongation)"	16
"II"	"major"	10.206744732240294	"CFRule(rule45)"	16
"II"	"major"	4.60285255890674	"CFRule(modulation)"	16
"II"	"major"	2.5271457196618474	"CFRule(diatonic_prep)"	16
"II"	"minor"	114.63026209799762	"CFRule(rule63)"	16
"II"	"minor"	18.513902058862897	"CFRule(diatonic_prep)"	16
"II"	"minor"	12.995361041436984	"CFRule(modulation)"	16
"II"	"minor"	12.692979217133626	"CFRule(diatonic_subs)"	16
"II"	"minor"	7.158815675143721	"CFRule(dominant_prep)"	16
"II"	"minor"	1.346534056105655	"CFRule(prolongation)"	16
"III"	"major"	13.082135167668945	"CFRule(prolongation)"	16
"III"	"major"	5.5875375977875334	"CFRule(rule48)"	16
"III"	"major"	4.0	"CFRule(diatonic_prep)"	16
"III"	"major"	2.1494670371713314	"CFRule(dominant_prep)"	16
"III"	"major"	1.2741591022241148	"CFRule(rule47)"	16
"III"	"major"	0.8687704315907798	"CFRule(modulation)"	16
"III"	"minor"	100.98745798469884	"CFRule(rule66)"	16
"III"	"minor"	93.82669189186446	"CFRule(rule64)"	16
"III"	"minor"	39.80737700844281	"CFRule(prolongation)"	16
"III"	"minor"	27.76385223141163	"CFRule(rule65)"	16
"III"	"minor"	18.921364310347244	"CFRule(diatonic_prep)"	16
"III"	"minor"	7.290541741385413	"CFRule(dominant_prep)"	16
"III"	"minor"	5.878328482653925	"CFRule(modulation)"	16
"IV"	"major"	132.0478399730806	"CFRule(rule50)"	16
"IV"	"major"	62.04215091210898	"CFRule(prolongation)"	16
"IV"	"major"	61.40461948925759	"CFRule(rule49)"	16
"IV"	"major"	47.718659098071974	"CFRule(dominant_prep)"	16
"IV"	"major"	46.625403904907245	"CFRule(rule51)"	16
"IV"	"major"	11.165038161371479	"CFRule(modulation)"	16
"IV"	"minor"	55.3843284988291	"CFRule(rule67)"	16
"IV"	"minor"	47.36456747065257	"CFRule(rule68)"	16
"IV"	"minor"	20.497219918238567	"CFRule(dominant_prep)"	16
"IV"	"minor"	12.793902862148158	"CFRule(prolongation)"	16
"IV"	"minor"	3.1153765088102605	"CFRule(modulation)"	16
"V"	"major"	218.89255915403214	"CFRule(rule53)"	16
"V"	"major"	161.89556380994514	"CFRule(diatonic_prep)"	16
"V"	"major"	131.66203286612756	"CFRule(rule82)"	16
"V"	"major"	97.29188576830327	"CFRule(dominant_prep)"	16
"V"	"major"	80.476276334171	"CFRule(octa_dom_subs3)"	16
"V"	"major"	80.4636809641338	"CFRule(rule55)"	16
"V"	"major"	48.54549151379531	"CFRule(diatonic_subs)"	16
"V"	"major"	41.516647472659535	"CFRule(octa_dom_subs9)"	16
"V"	"major"	40.01281504462783	"CFRule(octa_dom_subs6)"	16
"V"	"major"	36.80112394376563	"CFRule(prolongation)"	16
"V"	"major"	21.758228652342428	"CFRule(modulation)"	16
"V"	"major"	7.518946568392363	"CFRule(rule52)"	16
"V"	"major"	0.2	"CFRule(rule54)"	16
"V"	"minor"	287.93104035114794	"CFRule(rule72)"	16
"V"	"minor"	146.39067296674259	"CFRule(dominant_prep)"	16
"V"	"minor"	73.70366332129932	"CFRule(diatonic_prep)"	16
"V"	"minor"	69.15719909751368	"CFRule(prolongation)"	16
"V"	"minor"	42.846999675496065	"CFRule(rule70)"	16
"V"	"minor"	37.53635583969096	"CFRule(octa_dom_subs6)"	16
"V"	"minor"	27.673255901615548	"CFRule(octa_dom_subs3)"	16
"V"	"minor"	21.917764609645403	"CFRule(rule74)"	16
"V"	"minor"	13.692180827199753	"CFRule(diatonic_subs)"	16
"V"	"minor"	9.816903918016386	"CFRule(rule71)"	16
"V"	"minor"	5.226504673095033	"CFRule(modulation)"	16
"V"	"minor"	3.4881272369588805	"CFRule(octa_dom_subs9)"	16
"V"	"minor"	3.0506894468930024	"CFRule(rule69)"	16
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	16
"VI"	"major"	131.07728576997903	"CFRule(rule56)"	16
"VI"	"major"	60.67990734476034	"CFRule(prolongation)"	16
"VI"	"major"	11.578012434754214	"CFRule(dominant_prep)"	16
"VI"	"major"	4.062675068957434	"CFRule(rule57)"	16
"VI"	"major"	2.3667678683575204	"CFRule(diatonic_prep)"	16
"VI"	"major"	2.0013432496045547	"CFRule(modulation)"	16
"VI"	"minor"	13.127779840040413	"CFRule(diatonic_prep)"	16
"VI"	"minor"	11.821598162247609	"CFRule(rule76)"	16
"VI"	"minor"	7.875982027562842	"CFRule(modulation)"	16
"VI"	"minor"	1.3333333333333333	"CFRule(rule77)"	16
"VI"	"minor"	1.1309256889970152	"CFRule(prolongation)"	16
"VI"	"minor"	0.9341532982552008	"CFRule(dominant_prep)"	16
"VI"	"minor"	0.3333333333333333	"CFRule(rule75)"	16
"VII"	"major"	91.02630453567568	"CFRule(rule58)"	16
"VII"	"major"	31.227021937728715	"CFRule(modulation)"	16
"VII"	"major"	20.21995498106651	"CFRule(diatonic_prep)"	16
"VII"	"major"	15.326809691516242	"CFRule(rule59)"	16
"VII"	"major"	10.709700236221552	"CFRule(dominant_prep)"	16
"VII"	"major"	7.991068028998362	"CFRule(prolongation)"	16
"VII"	"minor"	55.711757745014744	"CFRule(rule81)"	16
"VII"	"minor"	38.496398696961954	"CFRule(rule79)"	16
"VII"	"minor"	34.290594942359895	"CFRule(diatonic_prep)"	16
"VII"	"minor"	24.54587777604216	"CFRule(prolongation)"	16
"VII"	"minor"	22.181881691625144	"CFRule(dominant_prep)"	16
"VII"	"minor"	4.770881329579313	"CFRule(rule78)"	16
"VII"	"minor"	3.25	"CFRule(rule80)"	16
"VII"	"minor"	2.6257032375619427	"CFRule(modulation)"	16
"I"	"major"	147.32320379649545	"CFRule(diatonic_prep)"	17
"I"	"major"	131.85287319968214	"CFRule(rule43)"	17
"I"	"major"	67.89872713549413	"CFRule(prolongation)"	17
"I"	"major"	54.584185713910735	"CFRule(rule42)"	17
"I"	"major"	38.63306448265632	"CFRule(plagal_prep)"	17
"I"	"major"	29.52752190817076	"CFRule(mode_change)"	17
"I"	"major"	21.574176480716744	"CFRule(rule44)"	17
"I"	"major"	16.98047585219155	"CFRule(diatonic_subs)"	17
"I"	"minor"	122.56658352926202	"CFRule(rule62)"	17
"I"	"minor"	48.774176826112466	"CFRule(rule61)"	17
"I"	"minor"	41.36016088159517	"CFRule(mode_change)"	17
"I"	"minor"	38.74761062141754	"CFRule(prolongation)"	17
"I"	"minor"	38.54320550305088	"CFRule(diatonic_prep)"	17
"I"	"minor"	25.33100411429741	"CFRule(rule60)"	17
"I"	"minor"	25.1761237420625	"CFRule(diatonic_subs)"	17
"I"	"minor"	18.963018082604215	"CFRule(plagal_prep)"	17
"II"	"major"	151.15804332960818	"CFRule(rule46)"	17
"II"	"major"	74.0576171153304	"CFRule(dominant_prep)"	17
"II"	"major"	54.29523588924885	"CFRule(diatonic_subs)"	17
"II"	"major"	32.94437382315492	"CFRule(prolongation)"	17
"II"	"major"	14.920633381545647	"CFRule(rule45)"	17
"II"	"major"	12.523895649998783	"CFRule(modulation)"	17
"II"	"major"	2.349248677688308	"CFRule(diatonic_prep)"	17
"II"	"minor"	107.85966545766716	"CFRule(rule63)"	17
"II"	"minor"	22.660364492015695	"CFRule(diatonic_prep)"	17
"II"	"minor"	16.33759340063904	"CFRule(modulation)"	17
"II"	"minor"	11.981852516902812	"CFRule(diatonic_subs)"	17
"II"	"minor"	5.9704414919083435	"CFRule(dominant_prep)"	17
"II"	"minor"	1.258780219817246	"CFRule(prolongation)"	17
"III"	"major"	13.082135167668945	"CFRule(prolongation)"	17
"III"	"major"	5.5875375977875334	"CFRule(rule48)"	17
"III"	"major"	4.0	"CFRule(diatonic_prep)"	17
"III"	"major"	2.1494670371713314	"CFRule(dominant_prep)"	17
"III"	"major"	1.2741591022241148	"CFRule(rule47)"	17
"III"	"major"	0.8687704315907798	"CFRule(modulation)"	17
"III"	"minor"	94.54756745041075	"CFRule(rule66)"	17
"III"	"minor"	93.82669189186446	"CFRule(rule64)"	17
"III"	"minor"	34.16088910208491	"CFRule(prolongation)"	17
"III"	"minor"	28.809761356095546	"CFRule(rule65)"	17
"III"	"minor"	15.241080065000116	"CFRule(diatonic_prep)"	17
"III"	"minor"	5.981664342005068	"CFRule(dominant_prep)"	17
"III"	"minor"	4.628589131185988	"CFRule(modulation)"	17
"IV"	"major"	112.66379724049247	"CFRule(rule50)"	17
"IV"	"major"	61.40461948925759	"CFRule(rule49)"	17
"IV"	"major"	53.85654676694027	"CFRule(rule51)"	17
"IV"	"major"	50.39351849767173	"CFRule(prolongation)"	17
"IV"	"major"	45.24641343226296	"CFRule(dominant_prep)"	17
"IV"	"major"	10.391318289078427	"CFRule(modulation)"	17
"IV"	"minor"	55.3843284988291	"CFRule(rule67)"	17
"IV"	"minor"	40.633247894284565	"CFRule(rule68)"	17
"IV"	"minor"	19.005506803903295	"CFRule(dominant_prep)"	17
"IV"	"minor"	12.793902862148158	"CFRule(prolongation)"	17
"IV"	"minor"	2.757264227233899	"CFRule(modulation)"	17
"V"	"major"	231.1633860795213	"CFRule(rule53)"	17
"V"	"major"	169.2040741437494	"CFRule(diatonic_prep)"	17
"V"	"major"	140.81056739346482	"CFRule(rule82)"	17
"V"	"major"	115.42799906381867	"CFRule(dominant_prep)"	17
"V"	"major"	74.53170008336106	"CFRule(rule55)"	17
"V"	"major"	74.17635062906315	"CFRule(octa_dom_subs3)"	17
"V"	"major"	46.94976147994417	"CFRule(octa_dom_subs9)"	17
"V"	"major"	46.48125774774574	"CFRule(diatonic_subs)"	17
"V"	"major"	39.02417501752201	"CFRule(prolongation)"	17
"V"	"major"	34.651769894080886	"CFRule(octa_dom_subs6)"	17
"V"	"major"	26.747257488304214	"CFRule(modulation)"	17
"V"	"major"	7.518946568392363	"CFRule(rule52)"	17
"V"	"major"	0.2	"CFRule(rule54)"	17
"V"	"minor"	264.18934244891256	"CFRule(rule72)"	17
"V"	"minor"	138.4693389057988	"CFRule(dominant_prep)"	17
"V"	"minor"	70.00200594923446	"CFRule(diatonic_prep)"	17
"V"	"minor"	62.13854655481224	"CFRule(prolongation)"	17
"V"	"minor"	37.511832813498806	"CFRule(rule70)"	17
"V"	"minor"	36.894684766435375	"CFRule(octa_dom_subs6)"	17
"V"	"minor"	30.622352781130395	"CFRule(octa_dom_subs3)"	17
"V"	"minor"	20.352648343043324	"CFRule(rule74)"	17
"V"	"minor"	17.87180451150771	"CFRule(diatonic_subs)"	17
"V"	"minor"	9.816903918016386	"CFRule(rule71)"	17
"V"	"minor"	5.032644025331619	"CFRule(modulation)"	17
"V"	"minor"	3.0991758607854027	"CFRule(octa_dom_subs9)"	17
"V"	"minor"	3.0506894468930024	"CFRule(rule69)"	17
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	17
"VI"	"major"	125.38164962231569	"CFRule(rule56)"	17
"VI"	"major"	59.992412124768265	"CFRule(prolongation)"	17
"VI"	"major"	15.095561221048605	"CFRule(dominant_prep)"	17
"VI"	"major"	4.747729576782391	"CFRule(rule57)"	17
"VI"	"major"	3.3070391392687495	"CFRule(modulation)"	17
"VI"	"major"	2.3667678683575204	"CFRule(diatonic_prep)"	17
"VI"	"minor"	13.907722637222957	"CFRule(rule76)"	17
"VI"	"minor"	13.127779840040413	"CFRule(diatonic_prep)"	17
"VI"	"minor"	10.142200675783847	"CFRule(modulation)"	17
"VI"	"minor"	1.5627025971194934	"CFRule(dominant_prep)"	17
"VI"	"minor"	1.3443419166558415	"CFRule(prolongation)"	17
"VI"	"minor"	1.3333333333333333	"CFRule(rule77)"	17
"VI"	"minor"	0.3333333333333333	"CFRule(rule75)"	17
"VII"	"major"	90.57930628851763	"CFRule(rule58)"	17
"VII"	"major"	27.292326236784124	"CFRule(modulation)"	17
"VII"	"major"	18.540462163285614	"CFRule(diatonic_prep)"	17
"VII"	"major"	15.909244393831344	"CFRule(rule59)"	17
"VII"	"major"	9.62647996624082	"CFRule(dominant_prep)"	17
"VII"	"major"	7.408503479970999	"CFRule(prolongation)"	17
"VII"	"minor"	101.92104109461152	"CFRule(rule81)"	17
"VII"	"minor"	65.08654061348372	"CFRule(prolongation)"	17
"VII"	"minor"	31.80742627740758	"CFRule(rule79)"	17
"VII"	"minor"	27.28925297321819	"CFRule(diatonic_prep)"	17
"VII"	"minor"	19.45294802091329	"CFRule(dominant_prep)"	17
"VII"	"minor"	4.770881329579313	"CFRule(rule78)"	17
"VII"	"minor"	3.25	"CFRule(rule80)"	17
"VII"	"minor"	2.480000656384279	"CFRule(modulation)"	17
"I"	"major"	152.46779971081614	"CFRule(diatonic_prep)"	18
"I"	"major"	138.97693206942475	"CFRule(rule43)"	18
"I"	"major"	70.36055527527871	"CFRule(prolongation)"	18
"I"	"major"	57.389949186680575	"CFRule(rule42)"	18
"I"	"major"	41.314810958175215	"CFRule(plagal_prep)"	18
"I"	"major"	27.926447121173698	"CFRule(mode_change)"	18
"I"	"major"	22.04583383049043	"CFRule(rule44)"	18
"I"	"major"	17.228094356586844	"CFRule(diatonic_subs)"	18
"I"	"minor"	122.56658352926202	"CFRule(rule62)"	18
"I"	"minor"	64.95796592057407	"CFRule(rule61)"	18
"I"	"minor"	45.14619300775962	"CFRule(prolongation)"	18
"I"	"minor"	42.727731581801756	"CFRule(mode_change)"	18
"I"	"minor"	32.55966850562099	"CFRule(diatonic_prep)"	18
"I"	"minor"	24.277749943149644	"CFRule(diatonic_subs)"	18
"I"	"minor"	23.757147581590996	"CFRule(rule60)"	18
"I"	"minor"	17.9235203942713	"CFRule(plagal_prep)"	18
"II"	"major"	175.11372301718367	"CFRule(rule46)"	18
"II"	"major"	82.52421395916299	"CFRule(dominant_prep)"	18
"II"	"major"	71.00782499529853	"CFRule(diatonic_subs)"	18
"II"	"major"	46.611339626145416	"CFRule(prolongation)"	18
"II"	"major"	14.920633381545647	"CFRule(rule45)"	18
"II"	"major"	10.376752287142017	"CFRule(modulation)"	18
"II"	"major"	2.8239571906352547	"CFRule(diatonic_prep)"	18
"II"	"minor"	101.61895500972301	"CFRule(rule63)"	18
"II"	"minor"	24.800401828725114	"CFRule(diatonic_prep)"	18
"II"	"minor"	14.970601404065462	"CFRule(modulation)"	18
"II"	"minor"	11.25969926189	"CFRule(diatonic_subs)"	18
"II"	"minor"	5.042225896557671	"CFRule(dominant_prep)"	18
"II"	"minor"	1.258780219817246	"CFRule(prolongation)"	18
"III"	"major"	12.167245312783624	"CFRule(prolongation)"	18
"III"	"major"	5.202152757110572	"CFRule(rule48)"	18
"III"	"major"	4.0	"CFRule(diatonic_prep)"	18
"III"	"major"	2.1494670371713314	"CFRule(dominant_prep)"	18
"III"	"major"	1.2741591022241148	"CFRule(rule47)"	18
"III"	"major"	0.816773855204905	"CFRule(modulation)"	18
"III"	"minor"	87.93897910667229	"CFRule(rule64)"	18
"III"	"minor"	87.87646570635664	"CFRule(rule66)"	18
"III"	"minor"	28.556542657612265	"CFRule(rule65)"	18
"III"	"minor"	27.49607982299048	"CFRule(prolongation)"	18
"III"	"minor"	14.173657383918698	"CFRule(diatonic_prep)"	18
"III"	"minor"	5.587200652562277	"CFRule(dominant_prep)"	18
"III"	"minor"	4.449899638858357	"CFRule(modulation)"	18
"IV"	"major"	145.41904460884734	"CFRule(rule50)"	18
"IV"	"major"	66.18875874931656	"CFRule(prolongation)"	18
"IV"	"major"	60.556915960462646	"CFRule(rule49)"	18
"IV"	"major"	52.792140981561886	"CFRule(dominant_prep)"	18
"IV"	"major"	51.04945098371975	"CFRule(rule51)"	18
"IV"	"major"	11.312132589410613	"CFRule(modulation)"	18
"IV"	"minor"	55.3843284988291	"CFRule(rule67)"	18
"IV"	"minor"	34.47861234200132	"CFRule(rule68)"	18
"IV"	"minor"	17.871620963400883	"CFRule(dominant_prep)"	18
"IV"	"minor"	11.983827762958711	"CFRule(prolongation)"	18
"IV"	"minor"	2.577806130375865	"CFRule(modulation)"	18
"V"	"major"	227.52804171486912	"CFRule(rule53)"	18
"V"	"major"	190.9023161122909	"CFRule(diatonic_prep)"	18
"V"	"major"	140.81056739346482	"CFRule(rule82)"	18
"V"	"major"	108.22463966545473	"CFRule(dominant_prep)"	18
"V"	"major"	70.95899596805316	"CFRule(octa_dom_subs3)"	18
"V"	"major"	69.95090811842442	"CFRule(rule55)"	18
"V"	"major"	53.15274460564217	"CFRule(diatonic_subs)"	18
"V"	"major"	48.94020782739103	"CFRule(octa_dom_subs9)"	18
"V"	"major"	39.97564252451555	"CFRule(prolongation)"	18
"V"	"major"	34.155050195678356	"CFRule(modulation)"	18
"V"	"major"	28.1362596563255	"CFRule(octa_dom_subs6)"	18
"V"	"major"	7.66332680745783	"CFRule(rule52)"	18
"V"	"major"	0.2	"CFRule(rule54)"	18
"V"	"minor"	222.07871784666844	"CFRule(rule72)"	18
"V"	"minor"	119.05595293299311	"CFRule(dominant_prep)"	18
"V"	"minor"	64.74550555437986	"CFRule(diatonic_prep)"	18
"V"	"minor"	51.79304050614403	"CFRule(prolongation)"	18
"V"	"minor"	44.541695133330926	"CFRule(rule70)"	18
"V"	"minor"	33.23620349878646	"CFRule(octa_dom_subs6)"	18
"V"	"minor"	27.07826901427348	"CFRule(rule74)"	18
"V"	"minor"	26.960978089472523	"CFRule(octa_dom_subs3)"	18
"V"	"minor"	14.088875372113174	"CFRule(diatonic_subs)"	18
"V"	"minor"	9.816903918016386	"CFRule(rule71)"	18
"V"	"minor"	5.978885260316165	"CFRule(modulation)"	18
"V"	"minor"	3.0134382740277754	"CFRule(rule69)"	18
"V"	"minor"	3.0017353232604487	"CFRule(octa_dom_subs9)"	18
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	18
"VI"	"major"	119.13182849696356	"CFRule(rule56)"	18
"VI"	"major"	55.94152279316021	"CFRule(prolongation)"	18
"VI"	"major"	15.095561221048605	"CFRule(dominant_prep)"	18
"VI"	"major"	5.441211458647406	"CFRule(rule57)"	18
"VI"	"major"	2.852211242151699	"CFRule(modulation)"	18
"VI"	"major"	2.2089354353238	"CFRule(diatonic_prep)"	18
"VI"	"minor"	15.730526099310708	"CFRule(rule76)"	18
"VI"	"minor"	14.96838777222323	"CFRule(diatonic_prep)"	18
"VI"	"minor"	11.19682355417397	"CFRule(modulation)"	18
"VI"	"minor"	2.0769627265774235	"CFRule(prolongation)"	18
"VI"	"minor"	1.4992122718609768	"CFRule(dominant_prep)"	18
"VI"	"minor"	1.3333333333333333	"CFRule(rule77)"	18
"VI"	"minor"	0.7508031014299636	"CFRule(rule75)"	18
"VII"	"major"	90.57930628851763	"CFRule(rule58)"	18
